user_id,date,last_touch_marketing_channel
3561-7467-ITAF,9/11/17,Organic Search
3565-5292-CAVE,11/15/17,Organic Search
3567-8233-LHIF,8/4/17,Organic Search
3575-4590-PPAA,7/25/17,Push
3581-6937-IGTG,8/21/17,Email
3582-1230-MFEH,11/23/17,Direct Load
3591-5142-OPXM,9/18/17,Email
3602-3643-DIWX,7/7/17,Push
3606-1731-EYBV,12/28/17,Organic Search
3607-2326-TWIV,8/14/17,Email
3608-8156-COWC,10/18/17,Organic Search
3640-0006-GPSA,9/14/17,Email
3651-3737-JOQO,11/19/17,Email
3654-3941-SYFB,12/16/17,Email
3661-9054-RRGH,8/20/17,Email
3665-4905-RASQ,12/23/17,Paid Social
3665-7369-DEFC,8/9/17,Push
3671-9924-KZXW,8/10/17,Organic Search
3674-6265-HEUM,7/16/17,Email
3676-5232-MPNY,7/31/17,Display
3685-3894-FVAI,12/1/17,Paid Social
3685-7810-PWDV,9/29/17,Organic Search
3688-1755-SPYT,8/29/17,Email
3693-2348-DMWJ,10/31/17,Email
3701-3483-LHFA,10/19/17,Paid Social
3705-9061-UTLO,9/9/17,Organic Search
3709-0452-NZOE,9/4/17,Push
3723-8364-HLCS,8/15/17,Email
3732-8695-CATG,11/12/17,Paid Social
3736-0161-YMFO,10/22/17,Email
3737-7480-USXG,12/16/17,Organic Search
3755-5078-CKOL,11/5/17,Email
3756-0885-KJRQ,8/20/17,Organic Search
3760-9088-WCOG,11/20/17,Organic Search
3773-6179-FGFS,8/7/17,Organic Search
3776-3618-XHXY,12/3/17,Email
3778-2955-PXZW,11/27/17,Push
3781-1527-DNLP,7/5/17,Organic Search
3782-2690-WOQH,8/13/17,Organic Search
3785-9171-MICT,10/10/17,Email
3788-0443-CILS,12/19/17,Organic Search
3788-3771-IUQH,9/3/17,Email
3792-7210-DJHK,11/23/17,Direct Load
3794-0665-YQKQ,11/6/17,Email
3796-4824-OZMS,9/24/17,Push
3804-1032-KXKV,11/20/17,Organic Search
3809-3928-GHLI,11/26/17,Organic Search
3817-4057-RBSJ,8/12/17,Email
3817-9617-JDAI,12/16/17,Paid Social
3826-2346-JKKX,9/10/17,Direct Load
3839-5767-IMKQ,9/17/17,Email
3852-8942-JWOT,8/9/17,Paid Social
3855-0165-SLQB,12/29/17,Email
3861-0555-WETE,10/13/17,Organic Search
3869-8696-KTXQ,9/30/17,Email
3869-8837-VVHE,6/27/17,Email
3869-9400-LPAE,12/14/17,Direct Load
3884-4931-HHZO,7/4/17,Organic Search
3891-1084-STVZ,11/29/17,Email
3898-6817-RKLH,12/21/17,Email
3898-8822-QHMJ,12/13/17,Direct Load
3904-1356-ECVR,9/11/17,Email
3908-8537-KDME,9/4/17,Direct Load
3916-1979-VTAH,11/18/17,Paid Social
3916-3301-NFHZ,10/22/17,Organic Search
3923-1644-ASWM,6/25/17,Email
3924-5724-NGGR,8/24/17,Email
3932-3504-KPJP,12/5/17,Paid Social
3932-8555-NGFS,10/28/17,Email
3933-2358-JTTO,10/27/17,Push
3944-9233-AHSS,12/8/17,Email
3950-5039-NBBN,7/8/17,Push
3964-9910-QRGI,10/17/17,Paid Social
3967-5909-TAWR,11/24/17,Organic Search
3971-4303-XBCX,11/26/17,Organic Search
3972-7728-TLTQ,12/14/17,Paid Social
3981-3732-VSZH,7/11/17,Organic Search
3982-7729-PFCI,10/13/17,Organic Search
3987-2699-VJAQ,12/12/17,Email
3993-1157-XNJM,10/10/17,Email
3999-1649-SAXM,10/28/17,Push
4005-3518-ODRF,10/22/17,Email
4007-3122-GJPN,12/7/17,Direct Load
4012-8764-ORSM,7/6/17,Organic Search
4018-1308-FVCO,10/16/17,Organic Search
4026-0755-OUZC,9/6/17,Organic Search
4030-8086-IMPQ,8/17/17,Direct Load
4037-1976-OAOI,11/8/17,Email
4038-7942-DKGI,8/8/17,Email
4046-2440-WIUP,7/1/17,Push
4049-2347-FYNL,9/8/17,Organic Search
4072-5507-NEUQ,9/28/17,Organic Search
4079-6548-YJBN,11/17/17,Push
4079-8514-HQIT,7/25/17,Direct Load
4088-8934-LQDW,9/30/17,Direct Load
4098-3652-IMEC,9/26/17,Push
4100-4128-CJVQ,11/20/17,Direct Load
4102-1682-MWRJ,11/26/17,Email
4103-3453-DIUO,12/13/17,Push
4111-6020-LFHY,12/3/17,Paid Social
4119-3011-VMZZ,8/23/17,Email
4132-5688-IVCX,10/19/17,Email
4142-0375-JXGJ,7/19/17,Email
4146-4099-LHVC,12/5/17,Push
4152-9091-CYPB,11/28/17,Organic Search
4155-9633-WXFN,8/30/17,Organic Search
4156-0913-RIRY,6/30/17,Direct Load
4164-4369-KZHF,8/13/17,Direct Load
4167-4659-IFXB,7/13/17,Organic Search
4187-8200-QUQP,10/27/17,Paid Social
4188-8369-VOFV,8/25/17,Organic Search
4195-8317-PMMK,11/20/17,Direct Load
4197-0805-KHQX,8/19/17,Paid Social
4207-5162-THUC,8/17/17,Email
4209-0723-YGRV,9/9/17,Organic Search
4211-6907-NMRL,8/22/17,Organic Search
4213-0836-PMLR,11/28/17,Organic Search
4213-7126-SNWV,8/5/17,Email
4217-4864-BRNH,7/18/17,Push
4219-7265-IVQM,11/29/17,Direct Load
4220-2449-KQOT,12/11/17,Push
4222-2051-HVUQ,8/3/17,Push
4226-4255-KWHN,11/9/17,Email
4229-7835-YOFI,8/16/17,Push
4237-2585-ZDNF,11/15/17,Push
4242-9352-GVVH,6/30/17,Paid Social
4252-1145-NAFZ,12/22/17,Email
4253-2446-MFCS,9/24/17,Paid Social
4257-6117-YKYH,12/28/17,Organic Search
4260-8433-ZUXY,9/4/17,Email
4263-9960-DVJL,11/22/17,Paid Social
4264-3759-KRPF,7/31/17,Organic Search
4286-0500-MWTS,8/18/17,Direct Load
4288-2750-TLDO,12/3/17,Organic Search
4314-0567-HWKU,8/28/17,Email
4323-9236-DRJC,10/29/17,Push
4335-0243-HMPD,7/15/17,Email
4338-3228-TTAW,11/8/17,Email
4344-0146-KMMT,9/28/17,Organic Search
4344-6819-JXRZ,11/17/17,Organic Search
4348-1885-INPC,7/16/17,Organic Search
4351-4221-ZWNE,10/10/17,Paid Social
4351-8320-LHHO,11/2/17,Paid Social
4354-1797-NOBJ,6/28/17,Push
4361-7275-JFGU,8/2/17,Paid Social
4365-3324-KSAP,10/3/17,Push
4369-9019-APWH,7/23/17,Push
4370-0140-UXBK,9/27/17,Organic Search
4379-4061-GGSQ,9/26/17,Organic Search
4380-2103-URME,7/22/17,Push
4393-0072-JGUZ,12/8/17,Paid Social
4394-6006-OYFG,8/14/17,Organic Search
4399-7592-AXXC,11/10/17,Push
4408-1020-OTOI,12/12/17,Direct Load
4412-5988-LUCX,7/12/17,Email
4414-7356-JIKE,9/29/17,Direct Load
4418-3146-SYXS,11/3/17,Push
4421-1404-QANJ,7/20/17,Organic Search
4429-7536-SGXJ,6/22/17,Organic Search
4449-1982-MKPJ,12/14/17,Email
4451-1385-WCIL,9/29/17,Email
4473-3311-LITC,8/29/17,Direct Load
4485-8753-LWGD,8/2/17,Organic Search
4494-9044-WTGS,12/20/17,Organic Search
4497-1284-CDIM,8/16/17,Paid Social
4508-2703-AYJF,11/27/17,Paid Social
4519-9977-VNBQ,6/30/17,Organic Search
4525-2469-SVYS,11/21/17,Display
4527-4915-ENSY,7/19/17,Push
4527-9220-OISO,7/12/17,Email
4530-9400-RCCG,7/4/17,Organic Search
4536-3989-ITED,11/26/17,Email
4539-5029-WEVZ,9/22/17,Push
4540-9783-GKHR,12/23/17,Email
4541-9745-HHMC,11/7/17,Organic Search
4553-2569-KDJY,10/9/17,Organic Search
4553-7980-VDNJ,11/12/17,Email
4556-7291-EDBY,8/28/17,Push
4560-1273-DLYB,11/19/17,Email
4562-1656-HFVH,10/23/17,Organic Search
4569-9208-ETQY,12/14/17,Push
4577-3378-KGOV,10/4/17,Direct Load
4579-3331-UOWN,6/30/17,Email
4581-5678-BKYZ,9/7/17,Email
4587-0192-AFLS,9/20/17,Direct Load
4587-5892-RDHR,7/26/17,Email
4588-1954-MTKT,7/6/17,Organic Search
4596-2895-HYGY,6/25/17,Organic Search
4602-8907-GNUH,12/24/17,Direct Load
4604-7664-DMRD,8/4/17,Push
4605-5351-QVLA,10/20/17,Organic Search
4619-0581-PYYS,8/8/17,Email
4621-3311-EKBJ,7/13/17,Organic Search
4625-7886-NENE,11/25/17,Organic Search
4627-9977-JSLR,12/26/17,Email
4646-0861-IMFJ,8/10/17,Email
4662-1573-AEMO,9/30/17,Organic Search
4668-8730-BCCB,9/3/17,Organic Search
4670-0283-ZKFB,7/11/17,Paid Social
4671-6686-BLLK,8/7/17,Email
4684-9588-VYLF,11/12/17,Paid Social
4702-5656-VYHX,12/15/17,Push
4706-2060-HVXO,7/7/17,Organic Search
4709-5391-DXVE,12/2/17,Email
4711-6508-WLOT,11/12/17,Organic Search
4711-8976-VXQX,10/1/17,Organic Search
4715-6081-AIWA,9/9/17,Email
4724-9992-BRUL,11/11/17,Paid Social
4734-8597-GKRO,9/19/17,Email
4742-6579-LUJB,10/25/17,Email
4745-4925-UPFF,10/21/17,Organic Search
4747-4009-VKNG,8/10/17,Push
4753-3445-NEBC,6/27/17,Email
4756-4387-SECH,9/19/17,Push
4765-9446-UXEW,9/8/17,Organic Search
4777-7038-COSZ,10/15/17,Email
4786-6056-AGMI,10/9/17,Direct Load
4786-7538-QMIM,11/15/17,Email
4789-8393-NTPV,8/24/17,Direct Load
4791-7590-JPDH,12/7/17,Organic Search
4792-8910-XYXJ,12/16/17,Direct Load
4793-7452-TCWD,9/26/17,Email
4794-6298-RFQF,12/2/17,Direct Load
4797-6015-BSBU,11/11/17,Email
4809-8624-WZCZ,7/1/17,Email
4812-2351-OJCE,10/4/17,Direct Load
4821-8487-QLHK,9/15/17,Email
4822-3981-SVRL,11/13/17,Organic Search
4830-5605-FEDP,9/7/17,Email
4832-8086-RQZH,12/8/17,Email
4841-8563-YPWF,11/11/17,Organic Search
4869-4477-UBXD,11/1/17,Paid Social
4875-4510-AXKH,7/12/17,Push
4879-5537-LDUE,7/31/17,Organic Search
4885-3056-LGHX,12/1/17,Organic Search
4886-0583-PAAK,7/21/17,Organic Search
4886-5238-RWEF,9/26/17,Paid Social
4889-7456-TOTD,7/22/17,Organic Search
4891-3395-SSUZ,8/27/17,Email
4906-3355-VJAV,6/24/17,Organic Search
4908-7574-LKTS,10/3/17,Email
4911-7812-PWEI,6/30/17,Push
4921-9138-KNJM,10/19/17,Email
4926-9200-UHIK,11/10/17,Organic Search
4930-0563-CMJR,11/16/17,Push
4933-6411-DECM,7/14/17,Paid Social
4936-0633-ZPAE,8/24/17,Organic Search
4937-7492-XSGS,7/28/17,Email
4947-1899-OPFK,11/16/17,Direct Load
4958-7468-TFIF,8/12/17,Push
4960-1849-LIOV,10/29/17,Organic Search
4960-8803-AXER,10/18/17,Push
4963-2038-CIPT,10/5/17,Push
4968-8225-YYDX,11/3/17,Organic Search
4970-9917-FNZQ,12/17/17,Push
4971-3780-ERXP,11/27/17,Direct Load
4975-7333-TQVU,8/3/17,Organic Search
4987-3878-TKKF,7/12/17,Organic Search
4987-9158-OJCL,10/19/17,Organic Search
4994-3768-DQFT,9/13/17,Email
4995-9914-FYJO,11/23/17,Email
4999-7638-IXTP,8/7/17,Email
5012-9944-RYWU,12/10/17,Direct Load
5015-9944-GMYE,10/10/17,Organic Search
5024-9905-LXTK,7/19/17,Organic Search
5025-9730-QKNH,12/1/17,Push
5037-9716-KSEM,9/4/17,Organic Search
5044-4065-ACOB,7/11/17,Organic Search
5068-9566-FPHV,7/1/17,Email
5073-9983-VJJN,7/4/17,Organic Search
5076-7045-AIPA,12/23/17,Paid Social
5084-0602-KHFZ,7/30/17,Email
5086-5227-WAUP,7/9/17,Push
5089-3198-JPBN,12/4/17,Push
5089-7809-RJUR,11/28/17,Email
5098-8576-KZSV,7/20/17,Organic Search
5115-6335-SZYA,6/29/17,Direct Load
5116-9712-DURD,8/12/17,Paid Social
5132-6146-JIGR,10/18/17,Direct Load
5133-5855-FPTL,11/13/17,Organic Search
5134-9811-PGAN,12/17/17,Display
5144-1311-NDNR,6/24/17,Direct Load
5145-3823-BTJL,8/15/17,Email
5145-7367-JBNS,10/24/17,Email
5148-8137-DBOQ,8/16/17,Email
5159-6519-JNUZ,9/3/17,Email
5163-1121-YGWF,12/10/17,Organic Search
5168-2493-ROBF,10/27/17,Direct Load
5172-2221-ZWLT,10/5/17,Organic Search
5183-8733-YOXW,11/28/17,Organic Search
5188-9446-GUHF,7/25/17,Email
5195-0200-BFWE,11/11/17,Direct Load
5199-5101-UQWI,9/9/17,Organic Search
5219-6904-PYBM,11/1/17,Email
5226-6540-TOCR,11/18/17,Organic Search
5235-1998-BTLE,10/17/17,Organic Search
5236-8047-JRIT,12/25/17,Organic Search
5238-0203-VEPV,7/5/17,Organic Search
5258-9647-NEKA,11/10/17,Organic Search
5261-1440-SBQN,11/6/17,Email
5263-4163-CLTF,10/9/17,Organic Search
5264-3958-QEVF,12/17/17,Organic Search
5265-3827-YMRI,10/4/17,Paid Social
5276-5943-GTRT,9/27/17,Email
5282-1339-YEOM,7/20/17,Organic Search
5299-3710-GHOP,7/28/17,Email
5304-5250-SHVR,8/5/17,Push
5309-2576-BXSB,9/18/17,Direct Load
5318-0599-FDFV,10/5/17,Email
5326-0398-NJLR,11/24/17,Email
5330-7886-RKIR,7/3/17,Organic Search
5331-6507-FEWL,10/4/17,Email
5331-7615-BZAA,12/16/17,Organic Search
5337-8581-JGIH,11/13/17,Paid Social
5337-9820-WCJS,6/30/17,Email
5343-3880-NXFU,8/16/17,Email
5347-3186-TDPB,9/3/17,Paid Social
5357-2225-FFJE,10/19/17,Push
5365-4683-NOIU,12/19/17,Organic Search
5366-0115-RVVT,10/13/17,Email
5381-7228-VRBI,10/26/17,Email
5385-4020-SQKI,7/25/17,Push
5395-8734-OQJK,8/10/17,Push
5407-8919-VFOU,7/4/17,Email
5410-1009-CMRN,7/28/17,Organic Search
5417-7333-TCXF,10/20/17,Organic Search
5422-4980-YTOK,10/12/17,Organic Search
5423-9275-FLOG,9/20/17,Email
5424-4737-VIIT,8/25/17,Display
5439-4764-SQZV,10/9/17,Email
5440-9788-XZMD,7/3/17,Organic Search
5442-3259-YBAG,12/25/17,Organic Search
5443-3102-OVIU,7/29/17,Paid Social
5445-6791-EJGI,11/9/17,Organic Search
5451-2066-XOAT,8/10/17,Push
5451-5377-GFUR,10/9/17,Paid Social
5453-8307-XRZE,9/3/17,Email
5466-3614-TKMB,10/2/17,Email
5468-2807-EYHO,10/1/17,Push
5482-7841-PPOA,9/15/17,Paid Social
5484-3697-MDBJ,11/10/17,Email
5490-6878-INUH,10/14/17,Organic Search
5491-1800-GUOO,6/18/17,Push
5501-6066-EGMW,8/1/17,Push
5505-0585-VWZS,10/20/17,Direct Load
5506-6228-HEWN,11/20/17,Paid Social
5529-9807-HJGS,10/31/17,Email
5538-2887-YTWU,12/15/17,Paid Social
5541-4960-BINI,7/6/17,Push
5541-6055-GMEY,8/29/17,Email
5561-5164-KFXZ,9/15/17,Email
5562-4135-DEFL,11/9/17,Paid Social
5562-9889-KFYM,8/5/17,Email
5563-6782-ZYGJ,7/2/17,Email
5566-7414-KVLK,11/11/17,Organic Search
5574-0846-JOKB,7/26/17,Direct Load
5580-7085-CIVN,8/24/17,Email
5587-5035-ECHO,10/25/17,Paid Social
5589-7083-IKFU,7/2/17,Organic Search
5602-8235-XMAK,7/4/17,Organic Search
5608-4822-AKSB,8/6/17,Email
5609-4238-FDPF,11/16/17,Push
5617-3474-MRAX,10/9/17,Paid Social
5621-3627-NDQT,11/26/17,Push
5630-3509-PBXX,11/19/17,Paid Social
5635-9971-BICT,11/4/17,Push
5638-5144-IQRX,11/12/17,Email
5649-7189-MGHB,12/3/17,Organic Search
5658-3217-CEJH,7/28/17,Push
5663-6618-DLSB,8/21/17,Email
5673-5764-WBSB,6/25/17,Organic Search
5674-5486-RZDL,10/15/17,Email
5684-1005-DILD,8/13/17,Organic Search
5686-6000-LPYJ,10/30/17,Push
5690-9644-MIMD,11/25/17,Organic Search
5692-9758-RWCI,7/23/17,Push
5695-9863-VYEV,11/13/17,Email
5697-1516-BNFK,10/20/17,Email
5697-7689-KPJE,9/14/17,Email
5699-3365-HCQJ,10/14/17,Push
5702-1607-VEVR,8/16/17,Email
5705-3671-BOFG,10/2/17,Push
5707-6227-VFVJ,9/22/17,Paid Social
5712-0017-ECVG,12/21/17,Email
5715-9682-JMZM,8/11/17,Organic Search
5729-4253-FAII,12/13/17,Organic Search
5731-0779-SRQB,6/29/17,Push
5731-1171-USPK,10/13/17,Email
5734-8446-BNLA,12/5/17,Email
5748-2832-UHIJ,9/29/17,Push
5758-6372-XBJI,10/23/17,Push
5763-0416-FWKK,7/11/17,Push
5764-5424-WUBX,11/29/17,Email
5775-4454-MHNC,11/16/17,Organic Search
5782-2058-WCAR,7/29/17,Email
5793-7806-STZH,9/30/17,Organic Search
5807-6721-DUUF,12/19/17,Direct Load
5811-7828-VZLA,7/15/17,Push
5813-2573-JJEL,11/6/17,Push
5817-4651-GRCY,11/27/17,Push
5820-6612-YNVJ,8/15/17,Organic Search
5822-8957-MEHB,7/10/17,Paid Social
5831-4856-XEWU,11/18/17,Push
5833-1120-NAPW,11/24/17,Direct Load
5850-7693-ZVTU,8/1/17,Organic Search
5857-2201-DKGB,12/7/17,Push
5865-4192-KQUZ,11/25/17,Organic Search
5869-1428-HLZG,10/8/17,Push
5870-1783-GOEL,11/4/17,Organic Search
5873-1258-UCFH,12/24/17,Email
5879-4220-FAZY,7/5/17,Push
5887-1762-RBED,10/16/17,Organic Search
5890-5367-WWJB,10/25/17,Push
5891-0544-CNTG,8/6/17,Organic Search
5897-6881-SSSE,11/18/17,Organic Search
5899-4155-XVHO,11/17/17,Organic Search
5909-1544-LKGK,12/3/17,Organic Search
5918-5149-GRKR,11/15/17,Direct Load
5939-3850-ZXHF,10/31/17,Organic Search
5942-1040-GWMW,7/30/17,Organic Search
5948-3888-RHXB,10/9/17,Organic Search
5955-5515-EUFX,11/5/17,Direct Load
5961-4167-FWJJ,7/24/17,Paid Social
5962-5801-CPBJ,8/13/17,Email
5973-9560-HGOO,10/19/17,Push
5980-2414-NYHH,9/16/17,Organic Search
5980-3108-FRTZ,8/29/17,Email
5980-3678-OQSS,11/24/17,Organic Search
5981-6371-VWFX,7/14/17,Email
5984-0580-AFHQ,9/19/17,Direct Load
5986-1929-GKKI,9/20/17,Direct Load
5992-9192-YHIU,7/2/17,Organic Search
6000-2850-UCOS,10/29/17,Organic Search
6005-9417-PURG,8/10/17,Email
6007-4600-AXSD,7/2/17,Organic Search
6012-9905-GDGB,9/15/17,Email
6019-8637-TRPS,7/5/17,Organic Search
6036-8124-QDUZ,8/12/17,Push
6050-5598-DXUW,8/16/17,Email
6058-3728-BKOI,10/1/17,Organic Search
6062-3558-SSZL,12/1/17,Push
6066-5245-DGRP,9/20/17,Email
6100-0254-GUGB,10/1/17,Organic Search
6104-4241-VXRL,9/11/17,Organic Search
6107-5205-OCKA,8/31/17,Organic Search
6116-1649-NWDM,11/18/17,Push
6142-2473-KJZS,7/4/17,Paid Social
6170-4998-YHYF,8/3/17,Push
6171-1405-LONW,7/30/17,Email
6171-2654-NFES,10/10/17,Organic Search
6179-2475-ZHKI,11/21/17,Organic Search
6189-1117-HWGW,10/27/17,Email
6191-2252-CCPC,12/10/17,Email
6199-3881-CKGO,9/21/17,Organic Search
6200-0453-KTJY,10/27/17,Paid Social
6214-4343-LOYZ,12/6/17,Email
6238-7568-RGCQ,10/23/17,Direct Load
6248-6350-GPYK,8/4/17,Display
6249-9000-EUQO,7/29/17,Email
6256-2303-CRNR,10/16/17,Direct Load
6259-4650-PKAK,12/5/17,Organic Search
6259-6777-NNSI,8/27/17,Push
6260-2064-WBXI,11/24/17,Organic Search
6262-6200-HEGH,9/1/17,Email
6271-0449-NYVC,9/24/17,Push
6272-8627-EHVE,10/26/17,Push
6273-9238-SEKF,9/11/17,Email
6278-1583-FKEQ,10/13/17,Organic Search
6283-2008-YZOJ,8/23/17,Email
6301-6167-PEZB,11/5/17,Push
6304-1123-KYID,9/16/17,Email
6309-1132-VRWU,10/13/17,Direct Load
6322-4011-ELRN,12/17/17,Email
6323-0542-AMAG,9/1/17,Paid Social
6323-6292-FZWO,9/21/17,Direct Load
6325-0720-IENF,9/29/17,Push
6327-5334-HZZT,10/12/17,Push
6330-0615-NOVL,11/14/17,Organic Search
6334-1117-EGFS,7/2/17,Direct Load
6340-3724-UFOR,11/12/17,Push
6341-8290-QKDR,10/15/17,Organic Search
6344-2636-RIPJ,12/8/17,Organic Search
6357-7571-FRKY,7/1/17,Email
6361-1997-ASTA,6/26/17,Organic Search
6367-8357-WUDV,12/18/17,Email
6372-1123-GLBZ,12/4/17,Email
6377-0786-BEHF,10/16/17,Organic Search
6380-2441-KGMT,12/12/17,Direct Load
6386-7067-JSPE,7/2/17,Organic Search
6391-5603-LMPN,9/14/17,Organic Search
6398-2481-NAOM,10/24/17,Direct Load
6407-2787-VGUM,7/16/17,Organic Search
6417-5632-EEID,7/25/17,Email
6418-0492-VNHJ,10/14/17,Paid Social
6429-7997-LIPN,7/2/17,Paid Social
6435-0852-IROA,8/26/17,Email
6439-8232-XYMI,7/2/17,Organic Search
6445-2649-JCVK,9/2/17,Push
6449-1212-CGHK,12/4/17,Organic Search
6455-6573-IAXP,10/13/17,Direct Load
6462-7790-VFUZ,8/8/17,Organic Search
6464-3140-WINQ,12/17/17,Email
6469-7398-AZDL,11/13/17,Email
6478-4063-SCOU,8/3/17,Direct Load
6493-1659-LCKR,8/28/17,Push
6501-3559-NWAG,11/11/17,Organic Search
6515-4280-NCQA,11/20/17,Push
6526-9539-XZXZ,7/19/17,Direct Load
6529-1451-NDXN,12/15/17,Organic Search
6539-5141-RPYS,12/9/17,Organic Search
6547-8374-OOVZ,7/25/17,Paid Social
6548-7468-ROXC,7/2/17,Paid Social
6560-0875-IANT,7/25/17,Organic Search
6567-5922-UMKX,11/1/17,Paid Social
6571-3647-DNTH,9/16/17,Email
6583-6778-IAUA,7/26/17,Direct Load
6589-7157-CRGT,11/19/17,Email
6596-7019-UFJL,8/28/17,Email
6602-4287-IFDL,11/2/17,Email
6602-6766-BMUQ,11/4/17,Direct Load
6605-0157-ERTW,8/28/17,Organic Search
6610-2422-CECG,10/11/17,Email
6618-6625-KPBL,12/27/17,Organic Search
6626-0146-TGBI,11/16/17,Organic Search
6631-5213-KAAH,12/3/17,Direct Load
6632-2287-SECE,12/15/17,Organic Search
6639-5676-FNPZ,12/4/17,Organic Search
6654-5145-HVOH,12/29/17,Direct Load
6655-5493-DXTF,8/30/17,Organic Search
6656-7997-DTZS,9/8/17,Paid Social
6657-3685-PFSA,8/29/17,Email
6667-3934-KZWP,12/7/17,Paid Social
6668-9375-CHEX,11/16/17,Organic Search
6674-7060-IPJK,6/27/17,Email
6676-7738-RGFG,8/23/17,Paid Social
6679-4700-RQKV,12/23/17,Email
6693-4947-HNCG,8/18/17,Organic Search
6712-1948-QVGH,9/28/17,Direct Load
6712-2646-NYMG,10/28/17,Direct Load
6713-1719-KJCJ,6/29/17,Push
6728-6766-GLPZ,10/15/17,Direct Load
6732-3888-SMCH,9/23/17,Paid Social
6737-5350-PBQB,10/2/17,Organic Search
6739-1441-ASAK,11/5/17,Email
6758-7764-JUEA,10/25/17,Push
6776-7515-WVLD,8/16/17,Email
6792-2408-VOAM,9/8/17,Email
6792-2753-NRMJ,10/3/17,Push
6805-5051-QWQV,10/20/17,Email
6805-5807-NFMZ,7/20/17,Organic Search
6806-9826-MHTF,11/21/17,Organic Search
6807-1621-FCTN,12/12/17,Organic Search
6821-0372-FSUQ,9/26/17,Email
6823-0818-PTKL,11/8/17,Push
6829-7559-SHSI,8/27/17,Paid Social
6830-1421-JTXF,11/10/17,Organic Search
6831-6727-RTAM,6/24/17,Push
6832-2334-TQOW,8/5/17,Email
6837-0165-CSJC,9/30/17,Email
6839-9674-RTLC,12/16/17,Push
6850-6247-KIKN,11/7/17,Organic Search
6855-5416-KAHV,10/17/17,Push
6860-8585-KJZT,11/8/17,Paid Social
6869-3487-NYSC,12/13/17,Push
6871-1163-YERR,10/24/17,Organic Search
6872-1443-KBTJ,7/4/17,Paid Social
6873-4961-XKRT,11/11/17,Email
6880-7100-QKOJ,11/24/17,Organic Search
6883-4783-QRYX,11/27/17,Paid Social
6884-1817-IKKR,12/7/17,Organic Search
6884-5071-IAER,10/16/17,Email
6892-5559-HHQO,11/24/17,Organic Search
6892-7597-VBWL,12/5/17,Email
6897-7650-BXWH,11/14/17,Direct Load
6909-2552-DLFP,10/31/17,Push
6910-4807-WIKL,11/21/17,Direct Load
6912-0963-LIGR,11/28/17,Email
6933-0493-SJTK,10/15/17,Paid Social
6939-6356-SITZ,7/22/17,Email
6942-2153-IGYY,12/16/17,Organic Search
6963-4332-BPYB,8/17/17,Email
6965-9330-FQQM,9/22/17,Organic Search
6977-7258-FMCT,8/24/17,Push
6983-6940-NFUJ,7/25/17,Push
6986-6894-BAYA,9/3/17,Email
7002-5130-KTFM,12/9/17,Email
7026-1289-HLUJ,8/21/17,Organic Search
7028-9695-IHTC,10/30/17,Push
7031-9258-ARZQ,9/11/17,Email
7050-9050-TEWD,11/21/17,Push
7053-8901-QDVI,8/8/17,Email
7054-2992-JAKN,11/9/17,Direct Load
7062-9003-IEXP,7/5/17,Email
7069-4908-QLPN,8/18/17,Organic Search
7082-0131-IEEY,9/8/17,Paid Social
7085-1660-NGWK,7/1/17,Organic Search
7086-6463-PZWF,8/30/17,Organic Search
7087-6906-FKLQ,8/30/17,Direct Load
7089-9472-IWVY,7/7/17,Organic Search
7090-5453-DGQU,7/10/17,Direct Load
7090-6306-CJDX,8/17/17,Direct Load
7094-5229-PTJE,10/10/17,Organic Search
7097-7200-GXSR,6/26/17,Organic Search
7100-6651-AZSU,11/19/17,Direct Load
7115-6773-JMUS,10/18/17,Organic Search
7119-3545-WXHY,7/30/17,Email
7126-3540-BBPP,12/21/17,Organic Search
7126-6998-SLLQ,12/3/17,Push
7129-0511-JRSW,11/24/17,Email
7141-5926-PRPR,8/28/17,Direct Load
7143-8022-ZPEP,12/9/17,Organic Search
7149-2903-KMZO,9/4/17,Email
7163-4207-QOZW,7/27/17,Organic Search
7170-6431-UULV,9/7/17,Direct Load
7174-9274-MSPM,12/19/17,Push
7177-6074-URBO,12/20/17,Direct Load
7178-2322-DUXS,8/19/17,Paid Social
7182-3250-IKBF,7/8/17,Email
7192-1620-RHQX,12/10/17,Direct Load
7194-0533-YNNR,11/13/17,Email
7206-8866-TKHP,9/1/17,Email
7208-8232-BGHW,8/14/17,Organic Search
7210-2608-UUFD,7/30/17,Push
7211-1502-LITO,8/21/17,Organic Search
7217-6095-HKBN,11/24/17,Organic Search
7219-5223-WIQQ,8/10/17,Push
7228-6632-ZEGA,10/17/17,Email
7235-2084-CJKC,12/12/17,Email
7238-8899-XRHM,9/9/17,Direct Load
7260-5375-XTBI,10/30/17,Direct Load
7262-3631-PNAK,9/23/17,Email
7283-8298-JYCJ,9/10/17,Email
7309-7770-STKY,10/9/17,Paid Social
7311-8040-GWLI,10/12/17,Organic Search
7312-7700-ORNH,10/24/17,Email
7315-6608-PQKP,6/27/17,Email
7318-5556-MDQL,12/10/17,Direct Load
7324-8841-WDAZ,7/10/17,Email
7325-3196-MSVQ,11/21/17,Paid Social
7339-4672-ONTB,11/22/17,Email
7341-0340-DPFY,12/17/17,Organic Search
7342-7577-DVRW,11/23/17,Paid Social
7348-4862-ZOPC,11/2/17,Push
7356-5949-JHPJ,10/8/17,Direct Load
7359-8849-ZHEH,9/7/17,Direct Load
